Seizure file	Match ID
THA, 01-11, 0.33t	TAI03-TAI53
THA, 01-11, 0.33t	TAI04
THA, 01-11, 0.33t	TAI05-TAI17-TAI18
THA, 01-11, 0.33t	TAI08
THA, 01-11, 0.33t	TAI09-TAI16
THA, 01-11, 0.33t	TAI10-TAI47
THA, 01-11, 0.33t	TAI11
THA, 01-11, 0.33t	TAI13-TAI48
THA, 01-11, 0.33t	TAI14
THA, 01-11, 0.33t	TAI15-TAI42
THA, 01-11, 0.33t	TAI19-TAI30
THA, 01-11, 0.33t	TAI20
THA, 01-11, 0.33t	TAI22-TAI57
THA, 01-11, 0.33t	TAI23-TAI49
THA, 01-11, 0.33t	TAI24-TAI56
THA, 01-11, 0.33t	TAI26-TAI27-TAI36
THA, 01-11, 0.33t	TAI28
THA, 01-11, 0.33t	TAI29
THA, 01-11, 0.33t	TAI31
THA, 01-11, 0.33t	TAI32
THA, 01-11, 0.33t	TAI34-TAI43
THA, 01-11, 0.33t	TAI39-TAI60
THA, 01-11, 0.33t	TAI41
THA, 01-11, 0.33t	TAI59
THA, 01-11, 0.33t	TAI62
THA, 01-11, 0.33t	TAI65
THA, 01-11, 0.33t	TAI66
THA, 01-11, 0.33t	TAI67
THA, 01-11, 0.33t	TAI70-TAI73
THA, 01-11, 0.33t	TAI71
MYS, 12-12, 6.0t	MYS0001
MYS, 12-12, 6.0t	MYS0003
MYS, 12-12, 6.0t	MYS0005
MYS, 12-12, 6.0t	MYS0006
MYS, 12-12, 6.0t	MYS0011
MYS, 12-12, 6.0t	MYS0012
MYS, 12-12, 6.0t	MYS0014
MYS, 12-12, 6.0t	MYS0021-MYS0636
MYS, 12-12, 6.0t	MYS0022
MYS, 12-12, 6.0t	MYS0026
MYS, 12-12, 6.0t	MYS0028
MYS, 12-12, 6.0t	MYS0043
MYS, 12-12, 6.0t	MYS0044
MYS, 12-12, 6.0t	MYS0048
MYS, 12-12, 6.0t	MYS0062
MYS, 12-12, 6.0t	MYS0074
MYS, 12-12, 6.0t	MYS0099
MYS, 12-12, 6.0t	MYS0110
MYS, 12-12, 6.0t	MYS0153
MYS, 12-12, 6.0t	MYS0160
MYS, 12-12, 6.0t	MYS0177-MYS1801
MYS, 12-12, 6.0t	MYS0179
MYS, 12-12, 6.0t	MYS0199
MYS, 12-12, 6.0t	MYS0312
MYS, 12-12, 6.0t	MYS0332
MYS, 12-12, 6.0t	MYS0341
MYS, 12-12, 6.0t	MYS0353
MYS, 12-12, 6.0t	MYS0371-MYS1694
MYS, 12-12, 6.0t	MYS0392
MYS, 12-12, 6.0t	MYS0394
MYS, 12-12, 6.0t	MYS0398
MYS, 12-12, 6.0t	MYS0399-MYS1659
MYS, 12-12, 6.0t	MYS0400
MYS, 12-12, 6.0t	MYS0402-MYS2357
MYS, 12-12, 6.0t	MYS0410
MYS, 12-12, 6.0t	MYS0416-MYS2275
MYS, 12-12, 6.0t	MYS0432
MYS, 12-12, 6.0t	MYS0448
MYS, 12-12, 6.0t	MYS0449
MYS, 12-12, 6.0t	MYS0450-MYS1497
MYS, 12-12, 6.0t	MYS0451
MYS, 12-12, 6.0t	MYS0458
MYS, 12-12, 6.0t	MYS0464
MYS, 12-12, 6.0t	MYS0476
MYS, 12-12, 6.0t	MYS0482
MYS, 12-12, 6.0t	MYS0542-MYS1511
MYS, 12-12, 6.0t	MYS0592-MYS1680
MYS, 12-12, 6.0t	MYS0609
MYS, 12-12, 6.0t	MYS0622
MYS, 12-12, 6.0t	MYS0623
MYS, 12-12, 6.0t	MYS0626
MYS, 12-12, 6.0t	MYS0631
MYS, 12-12, 6.0t	MYS0635
MYS, 12-12, 6.0t	MYS0637-MYS0760
MYS, 12-12, 6.0t	MYS0643
MYS, 12-12, 6.0t	MYS0644
MYS, 12-12, 6.0t	MYS0648
MYS, 12-12, 6.0t	MYS0655-MYS1762
MYS, 12-12, 6.0t	MYS0662
MYS, 12-12, 6.0t	MYS0686
MYS, 12-12, 6.0t	MYS0741
MYS, 12-12, 6.0t	MYS0748
MYS, 12-12, 6.0t	MYS0761
MYS, 12-12, 6.0t	MYS0763
MYS, 12-12, 6.0t	MYS0765
MYS, 12-12, 6.0t	MYS0766
MYS, 12-12, 6.0t	MYS0775
MYS, 12-12, 6.0t	MYS0777
MYS, 12-12, 6.0t	MYS0780
MYS, 12-12, 6.0t	MYS0792
MYS, 12-12, 6.0t	MYS0798
MYS, 12-12, 6.0t	MYS0800
MYS, 12-12, 6.0t	MYS0803
MYS, 12-12, 6.0t	MYS0804
MYS, 12-12, 6.0t	MYS0806
MYS, 12-12, 6.0t	MYS0807
MYS, 12-12, 6.0t	MYS0814
MYS, 12-12, 6.0t	MYS0821
MYS, 12-12, 6.0t	MYS0827
MYS, 12-12, 6.0t	MYS0833
MYS, 12-12, 6.0t	MYS0838
MYS, 12-12, 6.0t	MYS0840
MYS, 12-12, 6.0t	MYS0850
MYS, 12-12, 6.0t	MYS0858
MYS, 12-12, 6.0t	MYS0860
MYS, 12-12, 6.0t	MYS0862
MYS, 12-12, 6.0t	MYS0863
MYS, 12-12, 6.0t	MYS0865
MYS, 12-12, 6.0t	MYS0867-MYS1329
MYS, 12-12, 6.0t	MYS0871
MYS, 12-12, 6.0t	MYS0877
MYS, 12-12, 6.0t	MYS0916
MYS, 12-12, 6.0t	MYS0943
MYS, 12-12, 6.0t	MYS0945
MYS, 12-12, 6.0t	MYS0947
MYS, 12-12, 6.0t	MYS0955
MYS, 12-12, 6.0t	MYS0958
MYS, 12-12, 6.0t	MYS0960
MYS, 12-12, 6.0t	MYS0997
MYS, 12-12, 6.0t	MYS0998
MYS, 12-12, 6.0t	MYS1060
MYS, 12-12, 6.0t	MYS1088
MYS, 12-12, 6.0t	MYS1100
MYS, 12-12, 6.0t	MYS1108
MYS, 12-12, 6.0t	MYS1111
MYS, 12-12, 6.0t	MYS1119
MYS, 12-12, 6.0t	MYS1121
MYS, 12-12, 6.0t	MYS1126
MYS, 12-12, 6.0t	MYS1127
MYS, 12-12, 6.0t	MYS1129
MYS, 12-12, 6.0t	MYS1152
MYS, 12-12, 6.0t	MYS1157
MYS, 12-12, 6.0t	MYS1160
MYS, 12-12, 6.0t	MYS1165
MYS, 12-12, 6.0t	MYS1169
MYS, 12-12, 6.0t	MYS1234
MYS, 12-12, 6.0t	MYS1271
MYS, 12-12, 6.0t	MYS1294
MYS, 12-12, 6.0t	MYS1300
MYS, 12-12, 6.0t	MYS1307
MYS, 12-12, 6.0t	MYS1310
MYS, 12-12, 6.0t	MYS1317
MYS, 12-12, 6.0t	MYS1345
MYS, 12-12, 6.0t	MYS1350
MYS, 12-12, 6.0t	MYS1351
MYS, 12-12, 6.0t	MYS1355
MYS, 12-12, 6.0t	MYS1360
MYS, 12-12, 6.0t	MYS1362
MYS, 12-12, 6.0t	MYS1363-MYS1365
MYS, 12-12, 6.0t	MYS1364
MYS, 12-12, 6.0t	MYS1367
MYS, 12-12, 6.0t	MYS1392-MYS1405
MYS, 12-12, 6.0t	MYS1399
MYS, 12-12, 6.0t	MYS1400
MYS, 12-12, 6.0t	MYS1403
MYS, 12-12, 6.0t	MYS1430
MYS, 12-12, 6.0t	MYS1431
MYS, 12-12, 6.0t	MYS1441
MYS, 12-12, 6.0t	MYS1457
MYS, 12-12, 6.0t	MYS1531-MYS2052
MYS, 12-12, 6.0t	MYS1532
MYS, 12-12, 6.0t	MYS1539
MYS, 12-12, 6.0t	MYS1554
MYS, 12-12, 6.0t	MYS1571
MYS, 12-12, 6.0t	MYS1581
MYS, 12-12, 6.0t	MYS1586
MYS, 12-12, 6.0t	MYS1593
MYS, 12-12, 6.0t	MYS1611
MYS, 12-12, 6.0t	MYS1627
MYS, 12-12, 6.0t	MYS1650
MYS, 12-12, 6.0t	MYS1656
MYS, 12-12, 6.0t	MYS1663
MYS, 12-12, 6.0t	MYS1687
MYS, 12-12, 6.0t	MYS1704
MYS, 12-12, 6.0t	MYS1719
MYS, 12-12, 6.0t	MYS1724
MYS, 12-12, 6.0t	MYS1729
MYS, 12-12, 6.0t	MYS1734
MYS, 12-12, 6.0t	MYS1764
MYS, 12-12, 6.0t	MYS1788
MYS, 12-12, 6.0t	MYS1790
MYS, 12-12, 6.0t	MYS1803
MYS, 12-12, 6.0t	MYS1841
MYS, 12-12, 6.0t	MYS1860
MYS, 12-12, 6.0t	MYS1867
MYS, 12-12, 6.0t	MYS1872
MYS, 12-12, 6.0t	MYS1884
MYS, 12-12, 6.0t	MYS1888
MYS, 12-12, 6.0t	MYS1890
MYS, 12-12, 6.0t	MYS1893
MYS, 12-12, 6.0t	MYS1895
MYS, 12-12, 6.0t	MYS1908
MYS, 12-12, 6.0t	MYS1916
MYS, 12-12, 6.0t	MYS1927
MYS, 12-12, 6.0t	MYS1950
MYS, 12-12, 6.0t	MYS1954
MYS, 12-12, 6.0t	MYS1956
MYS, 12-12, 6.0t	MYS2000
MYS, 12-12, 6.0t	MYS2031
MYS, 12-12, 6.0t	MYS2062
MYS, 12-12, 6.0t	MYS2069
MYS, 12-12, 6.0t	MYS2088
MYS, 12-12, 6.0t	MYS2122
MYS, 12-12, 6.0t	MYS2166
MYS, 12-12, 6.0t	MYS2202
MYS, 12-12, 6.0t	MYS2220
MYS, 12-12, 6.0t	MYS2246
MYS, 12-12, 6.0t	MYS2257
MYS, 12-12, 6.0t	MYS2265
MYS, 12-12, 6.0t	MYS2305
MYS, 12-12, 6.0t	MYS2311
MYS, 12-12, 6.0t	MYS2614
KEN, 07-13, 3.3t	KSGO004
KEN, 07-13, 3.3t	KSGO005
KEN, 07-13, 3.3t	KSGO006
KEN, 07-13, 3.3t	KSGO007
KEN, 07-13, 3.3t	KSGO008
KEN, 07-13, 3.3t	KSGO010
KEN, 07-13, 3.3t	KSGO011
KEN, 07-13, 3.3t	KSGO012
KEN, 07-13, 3.3t	KSGO014
KEN, 07-13, 3.3t	KSGO015
KEN, 07-13, 3.3t	KSGO016
KEN, 07-13, 3.3t	KSGO018
KEN, 07-13, 3.3t	KSGO019
KEN, 07-13, 3.3t	KSGO020
KEN, 07-13, 3.3t	KSGO022
KEN, 07-13, 3.3t	KSGO025
KEN, 07-13, 3.3t	KSGO026-KSGO027
KEN, 07-13, 3.3t	KSGO028
KEN, 07-13, 3.3t	KSGO029
KEN, 07-13, 3.3t	KSGO030
KEN, 07-13, 3.3t	KSGO032-KSGO033
KEN, 07-13, 3.3t	KSGO034
KEN, 07-13, 3.3t	KSGO035
KEN, 07-13, 3.3t	KSGO036
KEN, 07-13, 3.3t	KSGO038
KEN, 07-13, 3.3t	KSGO039-KSGO166
KEN, 07-13, 3.3t	KSGO040
KEN, 07-13, 3.3t	KSGO041-KSGO161
KEN, 07-13, 3.3t	KSGO042-KSGO111
KEN, 07-13, 3.3t	KSGO044
KEN, 07-13, 3.3t	KSGO045
KEN, 07-13, 3.3t	KSGO046-KSGO047
KEN, 07-13, 3.3t	KSGO048
KEN, 07-13, 3.3t	KSGO049
KEN, 07-13, 3.3t	KSGO050
KEN, 07-13, 3.3t	KSGO051
KEN, 07-13, 3.3t	KSGO052
KEN, 07-13, 3.3t	KSGO053
KEN, 07-13, 3.3t	KSGO054
KEN, 07-13, 3.3t	KSGO057
KEN, 07-13, 3.3t	KSGO059
KEN, 07-13, 3.3t	KSGO060
KEN, 07-13, 3.3t	KSGO061
KEN, 07-13, 3.3t	KSGO062
KEN, 07-13, 3.3t	KSGO063
KEN, 07-13, 3.3t	KSGO064-KSGO065
KEN, 07-13, 3.3t	KSGO066
KEN, 07-13, 3.3t	KSGO067
KEN, 07-13, 3.3t	KSGO068
KEN, 07-13, 3.3t	KSGO069
KEN, 07-13, 3.3t	KSGO070
KEN, 07-13, 3.3t	KSGO072
KEN, 07-13, 3.3t	KSGO073-KSGO074
KEN, 07-13, 3.3t	KSGO077-KSGO141
KEN, 07-13, 3.3t	KSGO078
KEN, 07-13, 3.3t	KSGO079
KEN, 07-13, 3.3t	KSGO080
KEN, 07-13, 3.3t	KSGO082
KEN, 07-13, 3.3t	KSGO083
KEN, 07-13, 3.3t	KSGO084
KEN, 07-13, 3.3t	KSGO085
KEN, 07-13, 3.3t	KSGO086
KEN, 07-13, 3.3t	KSGO087
KEN, 07-13, 3.3t	KSGO089
KEN, 07-13, 3.3t	KSGO090
KEN, 07-13, 3.3t	KSGO092
KEN, 07-13, 3.3t	KSGO093
KEN, 07-13, 3.3t	KSGO095-KSGO154
KEN, 07-13, 3.3t	KSGO096
KEN, 07-13, 3.3t	KSGO097
KEN, 07-13, 3.3t	KSGO098
KEN, 07-13, 3.3t	KSGO099
KEN, 07-13, 3.3t	KSGO100
KEN, 07-13, 3.3t	KSGO101
KEN, 07-13, 3.3t	KSGO102
KEN, 07-13, 3.3t	KSGO103
KEN, 07-13, 3.3t	KSGO104
KEN, 07-13, 3.3t	KSGO105
KEN, 07-13, 3.3t	KSGO106
KEN, 07-13, 3.3t	KSGO107
KEN, 07-13, 3.3t	KSGO108
KEN, 07-13, 3.3t	KSGO109
KEN, 07-13, 3.3t	KSGO110
KEN, 07-13, 3.3t	KSGO112
KEN, 07-13, 3.3t	KSGO113
KEN, 07-13, 3.3t	KSGO115
KEN, 07-13, 3.3t	KSGO117
KEN, 07-13, 3.3t	KSGO118
KEN, 07-13, 3.3t	KSGO119
KEN, 07-13, 3.3t	KSGO122
KEN, 07-13, 3.3t	KSGO123
KEN, 07-13, 3.3t	KSGO125-KSGO155
KEN, 07-13, 3.3t	KSGO126-KSGO168
KEN, 07-13, 3.3t	KSGO127
KEN, 07-13, 3.3t	KSGO128-KSGO160
KEN, 07-13, 3.3t	KSGO129-KSGO139
KEN, 07-13, 3.3t	KSGO130
KEN, 07-13, 3.3t	KSGO131-KSGO132
KEN, 07-13, 3.3t	KSGO133-KSGO138
KEN, 07-13, 3.3t	KSGO134
KEN, 07-13, 3.3t	KSGO135
KEN, 07-13, 3.3t	KSGO136-KSGO137
KEN, 07-13, 3.3t	KSGO140
KEN, 07-13, 3.3t	KSGO145-KSGO146
KEN, 07-13, 3.3t	KSGO148
KEN, 07-13, 3.3t	KSGO149
KEN, 07-13, 3.3t	KSGO150
KEN, 07-13, 3.3t	KSGO152
KEN, 07-13, 3.3t	KSGO153
KEN, 07-13, 3.3t	KSGO156
KEN, 07-13, 3.3t	KSGO157-KSGO159
KEN, 07-13, 3.3t	KSGO158
KEN, 07-13, 3.3t	KSGO162
KEN, 07-13, 3.3t	KSGO163
KEN, 07-13, 3.3t	KSGO164
KEN, 07-13, 3.3t	KSGO167
KEN, 07-13, 3.3t	KSGO169
KEN, 07-13, 3.3t	KSGO171
KEN, 07-13, 3.3t	KSGO172
KEN, 07-13, 3.3t	KSGO174
KEN, 07-13, 3.3t	KSGO175
KEN, 07-13, 3.3t	KSGO176
KEN, 07-13, 3.3t	KSGO177
KEN, 07-13, 3.3t	KSGO178
KEN, 07-13, 3.3t	KSGO179
KEN, 07-13, 3.3t	KSGO180
KEN, 07-13, 3.3t	KSGO181
KEN, 07-13, 3.3t	KSGO182
KEN, 07-13, 3.3t	KSGO183
KEN, 07-13, 3.3t	KSGO185
KEN, 06-13, 1.5t	KKP001-KKP039
KEN, 06-13, 1.5t	KKP002-KKP209
KEN, 06-13, 1.5t	KKP003
KEN, 06-13, 1.5t	KKP004
KEN, 06-13, 1.5t	KKP005-KKP049
KEN, 06-13, 1.5t	KKP006
KEN, 06-13, 1.5t	KKP007
KEN, 06-13, 1.5t	KKP008-KKP264
KEN, 06-13, 1.5t	KKP009
KEN, 06-13, 1.5t	KKP011
KEN, 06-13, 1.5t	KKP012
KEN, 06-13, 1.5t	KKP013
KEN, 06-13, 1.5t	KKP015
KEN, 06-13, 1.5t	KKP018
KEN, 06-13, 1.5t	KKP020
KEN, 06-13, 1.5t	KKP021-KKP123
KEN, 06-13, 1.5t	KKP022
KEN, 06-13, 1.5t	KKP025
KEN, 06-13, 1.5t	KKP027-KKP248
KEN, 06-13, 1.5t	KKP029-KKP240
KEN, 06-13, 1.5t	KKP030
KEN, 06-13, 1.5t	KKP031
KEN, 06-13, 1.5t	KKP032-KKP135
KEN, 06-13, 1.5t	KKP033-KKP070
KEN, 06-13, 1.5t	KKP034
KEN, 06-13, 1.5t	KKP035
KEN, 06-13, 1.5t	KKP036
KEN, 06-13, 1.5t	KKP037-KKP065
KEN, 06-13, 1.5t	KKP038-KKP076
KEN, 06-13, 1.5t	KKP040
KEN, 06-13, 1.5t	KKP041
KEN, 06-13, 1.5t	KKP042-KKP148
KEN, 06-13, 1.5t	KKP045
KEN, 06-13, 1.5t	KKP046-KKP068
KEN, 06-13, 1.5t	KKP047
KEN, 06-13, 1.5t	KKP048-KKP073
KEN, 06-13, 1.5t	KKP050
KEN, 06-13, 1.5t	KKP051
KEN, 06-13, 1.5t	KKP052
KEN, 06-13, 1.5t	KKP053
KEN, 06-13, 1.5t	KKP054
KEN, 06-13, 1.5t	KKP055
KEN, 06-13, 1.5t	KKP056
KEN, 06-13, 1.5t	KKP057
KEN, 06-13, 1.5t	KKP061
KEN, 06-13, 1.5t	KKP062-KKP103
KEN, 06-13, 1.5t	KKP063
KEN, 06-13, 1.5t	KKP064-KKP131
KEN, 06-13, 1.5t	KKP067
KEN, 06-13, 1.5t	KKP071
KEN, 06-13, 1.5t	KKP072-KKP322
KEN, 06-13, 1.5t	KKP077
KEN, 06-13, 1.5t	KKP078
KEN, 06-13, 1.5t	KKP079-KKP115-KKP183
KEN, 06-13, 1.5t	KKP080-KKP095
KEN, 06-13, 1.5t	KKP081
KEN, 06-13, 1.5t	KKP083
KEN, 06-13, 1.5t	KKP085
KEN, 06-13, 1.5t	KKP089
KEN, 06-13, 1.5t	KKP090
KEN, 06-13, 1.5t	KKP092-KKP126
KEN, 06-13, 1.5t	KKP093
KEN, 06-13, 1.5t	KKP094
KEN, 06-13, 1.5t	KKP096
KEN, 06-13, 1.5t	KKP098
KEN, 06-13, 1.5t	KKP099
KEN, 06-13, 1.5t	KKP100
KEN, 06-13, 1.5t	KKP101
KEN, 06-13, 1.5t	KKP102
KEN, 06-13, 1.5t	KKP106
KEN, 06-13, 1.5t	KKP107
KEN, 06-13, 1.5t	KKP108
KEN, 06-13, 1.5t	KKP109
KEN, 06-13, 1.5t	KKP110
KEN, 06-13, 1.5t	KKP111
KEN, 06-13, 1.5t	KKP112
KEN, 06-13, 1.5t	KKP113
KEN, 06-13, 1.5t	KKP114
KEN, 06-13, 1.5t	KKP117
KEN, 06-13, 1.5t	KKP118
KEN, 06-13, 1.5t	KKP119
KEN, 06-13, 1.5t	KKP121-KKP353
KEN, 06-13, 1.5t	KKP122
KEN, 06-13, 1.5t	KKP124
KEN, 06-13, 1.5t	KKP125
KEN, 06-13, 1.5t	KKP127
KEN, 06-13, 1.5t	KKP128
KEN, 06-13, 1.5t	KKP129
KEN, 06-13, 1.5t	KKP133
KEN, 06-13, 1.5t	KKP134-KKP245
KEN, 06-13, 1.5t	KKP136
KEN, 06-13, 1.5t	KKP139-KKP188
KEN, 06-13, 1.5t	KKP140
KEN, 06-13, 1.5t	KKP142
KEN, 06-13, 1.5t	KKP143
KEN, 06-13, 1.5t	KKP145
KEN, 06-13, 1.5t	KKP147
KEN, 06-13, 1.5t	KKP149
KEN, 06-13, 1.5t	KKP153
KEN, 06-13, 1.5t	KKP154
KEN, 06-13, 1.5t	KKP155
KEN, 06-13, 1.5t	KKP156
KEN, 06-13, 1.5t	KKP157
KEN, 06-13, 1.5t	KKP159
KEN, 06-13, 1.5t	KKP161
KEN, 06-13, 1.5t	KKP162-KKP306
KEN, 06-13, 1.5t	KKP164
KEN, 06-13, 1.5t	KKP165
KEN, 06-13, 1.5t	KKP166
KEN, 06-13, 1.5t	KKP168
KEN, 06-13, 1.5t	KKP170
KEN, 06-13, 1.5t	KKP171
KEN, 06-13, 1.5t	KKP172
KEN, 06-13, 1.5t	KKP174
KEN, 06-13, 1.5t	KKP175
KEN, 06-13, 1.5t	KKP176
KEN, 06-13, 1.5t	KKP177
KEN, 06-13, 1.5t	KKP178
KEN, 06-13, 1.5t	KKP181
KEN, 06-13, 1.5t	KKP182
KEN, 06-13, 1.5t	KKP184
KEN, 06-13, 1.5t	KKP185-KKP345
KEN, 06-13, 1.5t	KKP186
KEN, 06-13, 1.5t	KKP187
KEN, 06-13, 1.5t	KKP189
KEN, 06-13, 1.5t	KKP190
KEN, 06-13, 1.5t	KKP192
KEN, 06-13, 1.5t	KKP193-KKP252
KEN, 06-13, 1.5t	KKP194
KEN, 06-13, 1.5t	KKP195
KEN, 06-13, 1.5t	KKP196
KEN, 06-13, 1.5t	KKP197
KEN, 06-13, 1.5t	KKP198
KEN, 06-13, 1.5t	KKP200
KEN, 06-13, 1.5t	KKP201
KEN, 06-13, 1.5t	KKP202-KKP229
KEN, 06-13, 1.5t	KKP203
KEN, 06-13, 1.5t	KKP204
KEN, 06-13, 1.5t	KKP206-KKP234
KEN, 06-13, 1.5t	KKP207-KKP208
KEN, 06-13, 1.5t	KKP213
KEN, 06-13, 1.5t	KKP214
KEN, 06-13, 1.5t	KKP215
KEN, 06-13, 1.5t	KKP216-KKP271
KEN, 06-13, 1.5t	KKP219-KKP335
KEN, 06-13, 1.5t	KKP221
KEN, 06-13, 1.5t	KKP223
KEN, 06-13, 1.5t	KKP224
KEN, 06-13, 1.5t	KKP225
KEN, 06-13, 1.5t	KKP226
KEN, 06-13, 1.5t	KKP227
KEN, 06-13, 1.5t	KKP228
KEN, 06-13, 1.5t	KKP230
KEN, 06-13, 1.5t	KKP231
KEN, 06-13, 1.5t	KKP235
KEN, 06-13, 1.5t	KKP236
KEN, 06-13, 1.5t	KKP237
KEN, 06-13, 1.5t	KKP238
KEN, 06-13, 1.5t	KKP239
KEN, 06-13, 1.5t	KKP241
KEN, 06-13, 1.5t	KKP242
KEN, 06-13, 1.5t	KKP243
KEN, 06-13, 1.5t	KKP244
KEN, 06-13, 1.5t	KKP246
KEN, 06-13, 1.5t	KKP247
KEN, 06-13, 1.5t	KKP249
KEN, 06-13, 1.5t	KKP251-KKP302
KEN, 06-13, 1.5t	KKP253
KEN, 06-13, 1.5t	KKP255
KEN, 06-13, 1.5t	KKP256
KEN, 06-13, 1.5t	KKP257
KEN, 06-13, 1.5t	KKP258
KEN, 06-13, 1.5t	KKP259
KEN, 06-13, 1.5t	KKP261
KEN, 06-13, 1.5t	KKP262
KEN, 06-13, 1.5t	KKP263
KEN, 06-13, 1.5t	KKP265
KEN, 06-13, 1.5t	KKP266
KEN, 06-13, 1.5t	KKP267
KEN, 06-13, 1.5t	KKP268
KEN, 06-13, 1.5t	KKP269
KEN, 06-13, 1.5t	KKP270
KEN, 06-13, 1.5t	KKP272
KEN, 06-13, 1.5t	KKP274
KEN, 06-13, 1.5t	KKP275
KEN, 06-13, 1.5t	KKP277
KEN, 06-13, 1.5t	KKP278
KEN, 06-13, 1.5t	KKP280
KEN, 06-13, 1.5t	KKP281
KEN, 06-13, 1.5t	KKP282
KEN, 06-13, 1.5t	KKP283
KEN, 06-13, 1.5t	KKP284
KEN, 06-13, 1.5t	KKP285
KEN, 06-13, 1.5t	KKP286
KEN, 06-13, 1.5t	KKP288
KEN, 06-13, 1.5t	KKP289
KEN, 06-13, 1.5t	KKP290
KEN, 06-13, 1.5t	KKP291
KEN, 06-13, 1.5t	KKP292
KEN, 06-13, 1.5t	KKP293-KKP340
KEN, 06-13, 1.5t	KKP296
KEN, 06-13, 1.5t	KKP298-KKP337
KEN, 06-13, 1.5t	KKP299
KEN, 06-13, 1.5t	KKP300
KEN, 06-13, 1.5t	KKP301
KEN, 06-13, 1.5t	KKP303
KEN, 06-13, 1.5t	KKP304
KEN, 06-13, 1.5t	KKP305
KEN, 06-13, 1.5t	KKP307
KEN, 06-13, 1.5t	KKP309
KEN, 06-13, 1.5t	KKP310
KEN, 06-13, 1.5t	KKP311
KEN, 06-13, 1.5t	KKP312
KEN, 06-13, 1.5t	KKP313
KEN, 06-13, 1.5t	KKP314
KEN, 06-13, 1.5t	KKP316
KEN, 06-13, 1.5t	KKP317
KEN, 06-13, 1.5t	KKP318
KEN, 06-13, 1.5t	KKP319
KEN, 06-13, 1.5t	KKP323
KEN, 06-13, 1.5t	KKP324
KEN, 06-13, 1.5t	KKP325
KEN, 06-13, 1.5t	KKP326
KEN, 06-13, 1.5t	KKP327-KKP356
KEN, 06-13, 1.5t	KKP328
KEN, 06-13, 1.5t	KKP330
KEN, 06-13, 1.5t	KKP331
KEN, 06-13, 1.5t	KKP332
KEN, 06-13, 1.5t	KKP333-KKP359
KEN, 06-13, 1.5t	KKP334
KEN, 06-13, 1.5t	KKP336
KEN, 06-13, 1.5t	KKP338
KEN, 06-13, 1.5t	KKP341
KEN, 06-13, 1.5t	KKP342
KEN, 06-13, 1.5t	KKP344
KEN, 06-13, 1.5t	KKP347
KEN, 06-13, 1.5t	KKP348
KEN, 06-13, 1.5t	KKP349-KKP350
KEN, 06-13, 1.5t	KKP351
KEN, 06-13, 1.5t	KKP355
KEN, 06-13, 1.5t	KKP358
ARE, 05-13, 1.5t	DUB001
ARE, 05-13, 1.5t	DUB002
ARE, 05-13, 1.5t	DUB003
ARE, 05-13, 1.5t	DUB004
ARE, 05-13, 1.5t	DUB005
ARE, 05-13, 1.5t	DUB006-DUB027
ARE, 05-13, 1.5t	DUB007-DUB047
ARE, 05-13, 1.5t	DUB008-DUB025
ARE, 05-13, 1.5t	DUB009
ARE, 05-13, 1.5t	DUB010
ARE, 05-13, 1.5t	DUB011-DUB023
ARE, 05-13, 1.5t	DUB012
ARE, 05-13, 1.5t	DUB013
ARE, 05-13, 1.5t	DUB014-DUB021
ARE, 05-13, 1.5t	DUB015
ARE, 05-13, 1.5t	DUB017
ARE, 05-13, 1.5t	DUB018
ARE, 05-13, 1.5t	DUB019
ARE, 05-13, 1.5t	DUB020
ARE, 05-13, 1.5t	DUB022
ARE, 05-13, 1.5t	DUB024
ARE, 05-13, 1.5t	DUB026
ARE, 05-13, 1.5t	DUB028
ARE, 05-13, 1.5t	DUB029-DUB031
ARE, 05-13, 1.5t	DUB030
ARE, 05-13, 1.5t	DUB032
ARE, 05-13, 1.5t	DUB033
ARE, 05-13, 1.5t	DUB034
ARE, 05-13, 1.5t	DUB035
ARE, 05-13, 1.5t	DUB036-DUB121
ARE, 05-13, 1.5t	DUB037
ARE, 05-13, 1.5t	DUB038
ARE, 05-13, 1.5t	DUB039
ARE, 05-13, 1.5t	DUB041
ARE, 05-13, 1.5t	DUB042-DUB046
ARE, 05-13, 1.5t	DUB044
ARE, 05-13, 1.5t	DUB048
ARE, 05-13, 1.5t	DUB050
ARE, 05-13, 1.5t	DUB051
ARE, 05-13, 1.5t	DUB052
ARE, 05-13, 1.5t	DUB053
ARE, 05-13, 1.5t	DUB055
ARE, 05-13, 1.5t	DUB058
ARE, 05-13, 1.5t	DUB060
ARE, 05-13, 1.5t	DUB062
ARE, 05-13, 1.5t	DUB063
ARE, 05-13, 1.5t	DUB064-DUB146
ARE, 05-13, 1.5t	DUB065
ARE, 05-13, 1.5t	DUB066
ARE, 05-13, 1.5t	DUB067
ARE, 05-13, 1.5t	DUB068-DUB071
ARE, 05-13, 1.5t	DUB069
ARE, 05-13, 1.5t	DUB072
ARE, 05-13, 1.5t	DUB073-DUB092
ARE, 05-13, 1.5t	DUB075
ARE, 05-13, 1.5t	DUB076
ARE, 05-13, 1.5t	DUB077
ARE, 05-13, 1.5t	DUB078
ARE, 05-13, 1.5t	DUB079
ARE, 05-13, 1.5t	DUB080
ARE, 05-13, 1.5t	DUB081
ARE, 05-13, 1.5t	DUB082
ARE, 05-13, 1.5t	DUB083
ARE, 05-13, 1.5t	DUB084-DUB085
ARE, 05-13, 1.5t	DUB086
